index,ui_name,readable_name,kind,plant,warehouse,customer,product,lower_bound,upper_bound,cost_per_unit
3646,v3646,deliver_warehouse5_to_customer94_lpg,warehouse_to_customer,,5,94,lpg,0.0,inf,11.524654
3647,v3647,deliver_warehouse5_to_customer94_lubricant,warehouse_to_customer,,5,94,lubricant,0.0,inf,11.524654
3648,v3648,deliver_warehouse19_to_customer94_diesel,warehouse_to_customer,,19,94,diesel,0.0,inf,11.53436
3649,v3649,deliver_warehouse19_to_customer94_petrol,warehouse_to_customer,,19,94,petrol,0.0,inf,11.53436
3650,v3650,deliver_warehouse19_to_customer94_lpg,warehouse_to_customer,,19,94,lpg,0.0,inf,11.53436
3651,v3651,deliver_warehouse19_to_customer94_lubricant,warehouse_to_customer,,19,94,lubricant,0.0,inf,11.53436
3652,v3652,deliver_warehouse26_to_customer94_diesel,warehouse_to_customer,,26,94,diesel,0.0,inf,15.263848
3653,v3653,deliver_warehouse26_to_customer94_petrol,warehouse_to_customer,,26,94,petrol,0.0,inf,15.263848
3654,v3654,deliver_warehouse26_to_customer94_lpg,warehouse_to_customer,,26,94,lpg,0.0,inf,15.263848
3655,v3655,deliver_warehouse26_to_customer94_lubricant,warehouse_to_customer,,26,94,lubricant,0.0,inf,15.263848
3656,v3656,deliver_warehouse34_to_customer94_diesel,warehouse_to_customer,,34,94,diesel,0.0,inf,16.636294
3657,v3657,deliver_warehouse34_to_customer94_petrol,warehouse_to_customer,,34,94,petrol,0.0,inf,16.636294
3658,v3658,deliver_warehouse34_to_customer94_lpg,warehouse_to_customer,,34,94,lpg,0.0,inf,16.636294
3659,v3659,deliver_warehouse34_to_customer94_lubricant,warehouse_to_customer,,34,94,lubricant,0.0,inf,16.636294
3660,v3660,deliver_warehouse43_to_customer94_diesel,warehouse_to_customer,,43,94,diesel,0.0,inf,18.186398
3661,v3661,deliver_warehouse43_to_customer94_petrol,warehouse_to_customer,,43,94,petrol,0.0,inf,18.186398
3662,v3662,deliver_warehouse43_to_customer94_lpg,warehouse_to_customer,,43,94,lpg,0.0,inf,18.186398
3663,v3663,deliver_warehouse43_to_customer94_lubricant,warehouse_to_customer,,43,94,lubricant,0.0,inf,18.186398
3664,v3664,deliver_warehouse45_to_customer95_diesel,warehouse_to_customer,,45,95,diesel,0.0,inf,10.190328
3665,v3665,deliver_warehouse45_to_customer95_petrol,warehouse_to_customer,,45,95,petrol,0.0,inf,10.190328
3666,v3666,deliver_warehouse45_to_customer95_lpg,warehouse_to_customer,,45,95,lpg,0.0,inf,10.190328
3667,v3667,deliver_warehouse45_to_customer95_lubricant,warehouse_to_customer,,45,95,lubricant,0.0,inf,10.190328
3668,v3668,deliver_warehouse42_to_customer95_diesel,warehouse_to_customer,,42,95,diesel,0.0,inf,11.53845
3669,v3669,deliver_warehouse42_to_customer95_petrol,warehouse_to_customer,,42,95,petrol,0.0,inf,11.53845
3670,v3670,deliver_warehouse42_to_customer95_lpg,warehouse_to_customer,,42,95,lpg,0.0,inf,11.53845
3671,v3671,deliver_warehouse42_to_customer95_lubricant,warehouse_to_customer,,42,95,lubricant,0.0,inf,11.53845
3672,v3672,deliver_warehouse37_to_customer95_diesel,warehouse_to_customer,,37,95,diesel,0.0,inf,15.610398
3673,v3673,deliver_warehouse37_to_customer95_petrol,warehouse_to_customer,,37,95,petrol,0.0,inf,15.610398
3674,v3674,deliver_warehouse37_to_customer95_lpg,warehouse_to_customer,,37,95,lpg,0.0,inf,15.610398
3675,v3675,deliver_warehouse37_to_customer95_lubricant,warehouse_to_customer,,37,95,lubricant,0.0,inf,15.610398
3676,v3676,deliver_warehouse16_to_customer95_diesel,warehouse_to_customer,,16,95,diesel,0.0,inf,17.92133
3677,v3677,deliver_warehouse16_to_customer95_petrol,warehouse_to_customer,,16,95,petrol,0.0,inf,17.92133
3678,v3678,deliver_warehouse16_to_customer95_lpg,warehouse_to_customer,,16,95,lpg,0.0,inf,17.92133
3679,v3679,deliver_warehouse16_to_customer95_lubricant,warehouse_to_customer,,16,95,lubricant,0.0,inf,17.92133
3680,v3680,deliver_warehouse35_to_customer95_diesel,warehouse_to_customer,,35,95,diesel,0.0,inf,18.323672
3681,v3681,deliver_warehouse35_to_customer95_petrol,warehouse_to_customer,,35,95,petrol,0.0,inf,18.323672
3682,v3682,deliver_warehouse35_to_customer95_lpg,warehouse_to_customer,,35,95,lpg,0.0,inf,18.323672
3683,v3683,deliver_warehouse35_to_customer95_lubricant,warehouse_to_customer,,35,95,lubricant,0.0,inf,18.323672
3684,v3684,deliver_warehouse36_to_customer96_diesel,warehouse_to_customer,,36,96,diesel,0.0,inf,3.224572
3685,v3685,deliver_warehouse36_to_customer96_petrol,warehouse_to_customer,,36,96,petrol,0.0,inf,3.224572
3686,v3686,deliver_warehouse36_to_customer96_lpg,warehouse_to_customer,,36,96,lpg,0.0,inf,3.224572
3687,v3687,deliver_warehouse36_to_customer96_lubricant,warehouse_to_customer,,36,96,lubricant,0.0,inf,3.224572
3688,v3688,deliver_warehouse48_to_customer96_diesel,warehouse_to_customer,,48,96,diesel,0.0,inf,9.558493
3689,v3689,deliver_warehouse48_to_customer96_petrol,warehouse_to_customer,,48,96,petrol,0.0,inf,9.558493
3690,v3690,deliver_warehouse48_to_customer96_lpg,warehouse_to_customer,,48,96,lpg,0.0,inf,9.558493
3691,v3691,deliver_warehouse48_to_customer96_lubricant,warehouse_to_customer,,48,96,lubricant,0.0,inf,9.558493
3692,v3692,deliver_warehouse28_to_customer96_diesel,warehouse_to_customer,,28,96,diesel,0.0,inf,9.827947
3693,v3693,deliver_warehouse28_to_customer96_petrol,warehouse_to_customer,,28,96,petrol,0.0,inf,9.827947
3694,v3694,deliver_warehouse28_to_customer96_lpg,warehouse_to_customer,,28,96,lpg,0.0,inf,9.827947
3695,v3695,deliver_warehouse28_to_customer96_lubricant,warehouse_to_customer,,28,96,lubricant,0.0,inf,9.827947
3696,v3696,deliver_warehouse47_to_customer96_diesel,warehouse_to_customer,,47,96,diesel,0.0,inf,14.763941
3697,v3697,deliver_warehouse47_to_customer96_petrol,warehouse_to_customer,,47,96,petrol,0.0,inf,14.763941
3698,v3698,deliver_warehouse47_to_customer96_lpg,warehouse_to_customer,,47,96,lpg,0.0,inf,14.763941
3699,v3699,deliver_warehouse47_to_customer96_lubricant,warehouse_to_customer,,47,96,lubricant,0.0,inf,14.763941
3700,v3700,deliver_warehouse31_to_customer96_diesel,warehouse_to_customer,,31,96,diesel,0.0,inf,17.97417
3701,v3701,deliver_warehouse31_to_customer96_petrol,warehouse_to_customer,,31,96,petrol,0.0,inf,17.97417
3702,v3702,deliver_warehouse31_to_customer96_lpg,warehouse_to_customer,,31,96,lpg,0.0,inf,17.97417
3703,v3703,deliver_warehouse31_to_customer96_lubricant,warehouse_to_customer,,31,96,lubricant,0.0,inf,17.97417
3704,v3704,deliver_warehouse34_to_customer97_diesel,warehouse_to_customer,,34,97,diesel,0.0,inf,2.95424
3705,v3705,deliver_warehouse34_to_customer97_petrol,warehouse_to_customer,,34,97,petrol,0.0,inf,2.95424
3706,v3706,deliver_warehouse34_to_customer97_lpg,warehouse_to_customer,,34,97,lpg,0.0,inf,2.95424
3707,v3707,deliver_warehouse34_to_customer97_lubricant,warehouse_to_customer,,34,97,lubricant,0.0,inf,2.95424
3708,v3708,deliver_warehouse6_to_customer97_diesel,warehouse_to_customer,,6,97,diesel,0.0,inf,14.721062
3709,v3709,deliver_warehouse6_to_customer97_petrol,warehouse_to_customer,,6,97,petrol,0.0,inf,14.721062
3710,v3710,deliver_warehouse6_to_customer97_lpg,warehouse_to_customer,,6,97,lpg,0.0,inf,14.721062
3711,v3711,deliver_warehouse6_to_customer97_lubricant,warehouse_to_customer,,6,97,lubricant,0.0,inf,14.721062
3712,v3712,deliver_warehouse5_to_customer97_diesel,warehouse_to_customer,,5,97,diesel,0.0,inf,15.35296
3713,v3713,deliver_warehouse5_to_customer97_petrol,warehouse_to_customer,,5,97,petrol,0.0,inf,15.35296
3714,v3714,deliver_warehouse5_to_customer97_lpg,warehouse_to_customer,,5,97,lpg,0.0,inf,15.35296
3715,v3715,deliver_warehouse5_to_customer97_lubricant,warehouse_to_customer,,5,97,lubricant,0.0,inf,15.35296
3716,v3716,deliver_warehouse26_to_customer97_diesel,warehouse_to_customer,,26,97,diesel,0.0,inf,15.597852
3717,v3717,deliver_warehouse26_to_customer97_petrol,warehouse_to_customer,,26,97,petrol,0.0,inf,15.597852
3718,v3718,deliver_warehouse26_to_customer97_lpg,warehouse_to_customer,,26,97,lpg,0.0,inf,15.597852
3719,v3719,deliver_warehouse26_to_customer97_lubricant,warehouse_to_customer,,26,97,lubricant,0.0,inf,15.597852
3720,v3720,deliver_warehouse37_to_customer97_diesel,warehouse_to_customer,,37,97,diesel,0.0,inf,17.665897
3721,v3721,deliver_warehouse37_to_customer97_petrol,warehouse_to_customer,,37,97,petrol,0.0,inf,17.665897
3722,v3722,deliver_warehouse37_to_customer97_lpg,warehouse_to_customer,,37,97,lpg,0.0,inf,17.665897
3723,v3723,deliver_warehouse37_to_customer97_lubricant,warehouse_to_customer,,37,97,lubricant,0.0,inf,17.665897
3724,v3724,deliver_warehouse44_to_customer98_diesel,warehouse_to_customer,,44,98,diesel,0.0,inf,5.680441
3725,v3725,deliver_warehouse44_to_customer98_petrol,warehouse_to_customer,,44,98,petrol,0.0,inf,5.680441
3726,v3726,deliver_warehouse44_to_customer98_lpg,warehouse_to_customer,,44,98,lpg,0.0,inf,5.680441
3727,v3727,deliver_warehouse44_to_customer98_lubricant,warehouse_to_customer,,44,98,lubricant,0.0,inf,5.680441
3728,v3728,deliver_warehouse13_to_customer98_diesel,warehouse_to_customer,,13,98,diesel,0.0,inf,9.38723
3729,v3729,deliver_warehouse13_to_customer98_petrol,warehouse_to_customer,,13,98,petrol,0.0,inf,9.38723
3730,v3730,deliver_warehouse13_to_customer98_lpg,warehouse_to_customer,,13,98,lpg,0.0,inf,9.38723
3731,v3731,deliver_warehouse13_to_customer98_lubricant,warehouse_to_customer,,13,98,lubricant,0.0,inf,9.38723
3732,v3732,deliver_warehouse21_to_customer98_diesel,warehouse_to_customer,,21,98,diesel,0.0,inf,10.123434
3733,v3733,deliver_warehouse21_to_customer98_petrol,warehouse_to_customer,,21,98,petrol,0.0,inf,10.123434
3734,v3734,deliver_warehouse21_to_customer98_lpg,warehouse_to_customer,,21,98,lpg,0.0,inf,10.123434
3735,v3735,deliver_warehouse21_to_customer98_lubricant,warehouse_to_customer,,21,98,lubricant,0.0,inf,10.123434
3736,v3736,deliver_warehouse12_to_customer98_diesel,warehouse_to_customer,,12,98,diesel,0.0,inf,13.12056
3737,v3737,deliver_warehouse12_to_customer98_petrol,warehouse_to_customer,,12,98,petrol,0.0,inf,13.12056
3738,v3738,deliver_warehouse12_to_customer98_lpg,warehouse_to_customer,,12,98,lpg,0.0,inf,13.12056
3739,v3739,deliver_warehouse12_to_customer98_lubricant,warehouse_to_customer,,12,98,lubricant,0.0,inf,13.12056
3740,v3740,deliver_warehouse15_to_customer98_diesel,warehouse_to_customer,,15,98,diesel,0.0,inf,15.50175
3741,v3741,deliver_warehouse15_to_customer98_petrol,warehouse_to_customer,,15,98,petrol,0.0,inf,15.50175
3742,v3742,deliver_warehouse15_to_customer98_lpg,warehouse_to_customer,,15,98,lpg,0.0,inf,15.50175
3743,v3743,deliver_warehouse15_to_customer98_lubricant,warehouse_to_customer,,15,98,lubricant,0.0,inf,15.50175
3744,v3744,deliver_warehouse38_to_customer99_diesel,warehouse_to_customer,,38,99,diesel,0.0,inf,9.903125
3745,v3745,deliver_warehouse38_to_customer99_petrol,warehouse_to_customer,,38,99,petrol,0.0,inf,9.903125
3746,v3746,deliver_warehouse38_to_customer99_lpg,warehouse_to_customer,,38,99,lpg,0.0,inf,9.903125
3747,v3747,deliver_warehouse38_to_customer99_lubricant,warehouse_to_customer,,38,99,lubricant,0.0,inf,9.903125
3748,v3748,deliver_warehouse4_to_customer99_diesel,warehouse_to_customer,,4,99,diesel,0.0,inf,12.111433
3749,v3749,deliver_warehouse4_to_customer99_petrol,warehouse_to_customer,,4,99,petrol,0.0,inf,12.111433
3750,v3750,deliver_warehouse4_to_customer99_lpg,warehouse_to_customer,,4,99,lpg,0.0,inf,12.111433
3751,v3751,deliver_warehouse4_to_customer99_lubricant,warehouse_to_customer,,4,99,lubricant,0.0,inf,12.111433
3752,v3752,deliver_warehouse11_to_customer99_diesel,warehouse_to_customer,,11,99,diesel,0.0,inf,12.423244
3753,v3753,deliver_warehouse11_to_customer99_petrol,warehouse_to_customer,,11,99,petrol,0.0,inf,12.423244
3754,v3754,deliver_warehouse11_to_customer99_lpg,warehouse_to_customer,,11,99,lpg,0.0,inf,12.423244
3755,v3755,deliver_warehouse11_to_customer99_lubricant,warehouse_to_customer,,11,99,lubricant,0.0,inf,12.423244
3756,v3756,deliver_warehouse12_to_customer99_diesel,warehouse_to_customer,,12,99,diesel,0.0,inf,12.938756
3757,v3757,deliver_warehouse12_to_customer99_petrol,warehouse_to_customer,,12,99,petrol,0.0,inf,12.938756
3758,v3758,deliver_warehouse12_to_customer99_lpg,warehouse_to_customer,,12,99,lpg,0.0,inf,12.938756
3759,v3759,deliver_warehouse12_to_customer99_lubricant,warehouse_to_customer,,12,99,lubricant,0.0,inf,12.938756
3760,v3760,deliver_warehouse15_to_customer99_diesel,warehouse_to_customer,,15,99,diesel,0.0,inf,13.270624
3761,v3761,deliver_warehouse15_to_customer99_petrol,warehouse_to_customer,,15,99,petrol,0.0,inf,13.270624
3762,v3762,deliver_warehouse15_to_customer99_lpg,warehouse_to_customer,,15,99,lpg,0.0,inf,13.270624
3763,v3763,deliver_warehouse15_to_customer99_lubricant,warehouse_to_customer,,15,99,lubricant,0.0,inf,13.270624
3764,v3764,deliver_warehouse43_to_customer100_diesel,warehouse_to_customer,,43,100,diesel,0.0,inf,6.35981
3765,v3765,deliver_warehouse43_to_customer100_petrol,warehouse_to_customer,,43,100,petrol,0.0,inf,6.35981
3766,v3766,deliver_warehouse43_to_customer100_lpg,warehouse_to_customer,,43,100,lpg,0.0,inf,6.35981
3767,v3767,deliver_warehouse43_to_customer100_lubricant,warehouse_to_customer,,43,100,lubricant,0.0,inf,6.35981
3768,v3768,deliver_warehouse19_to_customer100_diesel,warehouse_to_customer,,19,100,diesel,0.0,inf,10.343401
3769,v3769,deliver_warehouse19_to_customer100_petrol,warehouse_to_customer,,19,100,petrol,0.0,inf,10.343401
3770,v3770,deliver_warehouse19_to_customer100_lpg,warehouse_to_customer,,19,100,lpg,0.0,inf,10.343401
3771,v3771,deliver_warehouse19_to_customer100_lubricant,warehouse_to_customer,,19,100,lubricant,0.0,inf,10.343401
3772,v3772,deliver_warehouse25_to_customer100_diesel,warehouse_to_customer,,25,100,diesel,0.0,inf,17.90828
3773,v3773,deliver_warehouse25_to_customer100_petrol,warehouse_to_customer,,25,100,petrol,0.0,inf,17.90828
3774,v3774,deliver_warehouse25_to_customer100_lpg,warehouse_to_customer,,25,100,lpg,0.0,inf,17.90828
3775,v3775,deliver_warehouse25_to_customer100_lubricant,warehouse_to_customer,,25,100,lubricant,0.0,inf,17.90828
3776,v3776,deliver_warehouse20_to_customer100_diesel,warehouse_to_customer,,20,100,diesel,0.0,inf,21.105678
3777,v3777,deliver_warehouse20_to_customer100_petrol,warehouse_to_customer,,20,100,petrol,0.0,inf,21.105678
3778,v3778,deliver_warehouse20_to_customer100_lpg,warehouse_to_customer,,20,100,lpg,0.0,inf,21.105678
3779,v3779,deliver_warehouse20_to_customer100_lubricant,warehouse_to_customer,,20,100,lubricant,0.0,inf,21.105678
3780,v3780,deliver_warehouse10_to_customer100_diesel,warehouse_to_customer,,10,100,diesel,0.0,inf,24.954106
3781,v3781,deliver_warehouse10_to_customer100_petrol,warehouse_to_customer,,10,100,petrol,0.0,inf,24.954106
3782,v3782,deliver_warehouse10_to_customer100_lpg,warehouse_to_customer,,10,100,lpg,0.0,inf,24.954106
3783,v3783,deliver_warehouse10_to_customer100_lubricant,warehouse_to_customer,,10,100,lubricant,0.0,inf,24.954106
3784,v3784,deliver_warehouse28_to_customer101_diesel,warehouse_to_customer,,28,101,diesel,0.0,inf,8.492766
3785,v3785,deliver_warehouse28_to_customer101_petrol,warehouse_to_customer,,28,101,petrol,0.0,inf,8.492766
3786,v3786,deliver_warehouse28_to_customer101_lpg,warehouse_to_customer,,28,101,lpg,0.0,inf,8.492766
3787,v3787,deliver_warehouse28_to_customer101_lubricant,warehouse_to_customer,,28,101,lubricant,0.0,inf,8.492766
3788,v3788,deliver_warehouse48_to_customer101_diesel,warehouse_to_customer,,48,101,diesel,0.0,inf,13.284332
3789,v3789,deliver_warehouse48_to_customer101_petrol,warehouse_to_customer,,48,101,petrol,0.0,inf,13.284332
3790,v3790,deliver_warehouse48_to_customer101_lpg,warehouse_to_customer,,48,101,lpg,0.0,inf,13.284332
3791,v3791,deliver_warehouse48_to_customer101_lubricant,warehouse_to_customer,,48,101,lubricant,0.0,inf,13.284332
3792,v3792,deliver_warehouse36_to_customer101_diesel,warehouse_to_customer,,36,101,diesel,0.0,inf,15.287908
3793,v3793,deliver_warehouse36_to_customer101_petrol,warehouse_to_customer,,36,101,petrol,0.0,inf,15.287908
3794,v3794,deliver_warehouse36_to_customer101_lpg,warehouse_to_customer,,36,101,lpg,0.0,inf,15.287908
3795,v3795,deliver_warehouse36_to_customer101_lubricant,warehouse_to_customer,,36,101,lubricant,0.0,inf,15.287908
3796,v3796,deliver_warehouse47_to_customer101_diesel,warehouse_to_customer,,47,101,diesel,0.0,inf,17.355233
3797,v3797,deliver_warehouse47_to_customer101_petrol,warehouse_to_customer,,47,101,petrol,0.0,inf,17.355233
3798,v3798,deliver_warehouse47_to_customer101_lpg,warehouse_to_customer,,47,101,lpg,0.0,inf,17.355233
3799,v3799,deliver_warehouse47_to_customer101_lubricant,warehouse_to_customer,,47,101,lubricant,0.0,inf,17.355233
3800,v3800,deliver_warehouse31_to_customer101_diesel,warehouse_to_customer,,31,101,diesel,0.0,inf,17.621984
3801,v3801,deliver_warehouse31_to_customer101_petrol,warehouse_to_customer,,31,101,petrol,0.0,inf,17.621984
3802,v3802,deliver_warehouse31_to_customer101_lpg,warehouse_to_customer,,31,101,lpg,0.0,inf,17.621984
3803,v3803,deliver_warehouse31_to_customer101_lubricant,warehouse_to_customer,,31,101,lubricant,0.0,inf,17.621984
3804,v3804,deliver_warehouse25_to_customer102_diesel,warehouse_to_customer,,25,102,diesel,0.0,inf,7.156944
3805,v3805,deliver_warehouse25_to_customer102_petrol,warehouse_to_customer,,25,102,petrol,0.0,inf,7.156944
3806,v3806,deliver_warehouse25_to_customer102_lpg,warehouse_to_customer,,25,102,lpg,0.0,inf,7.156944
3807,v3807,deliver_warehouse25_to_customer102_lubricant,warehouse_to_customer,,25,102,lubricant,0.0,inf,7.156944
3808,v3808,deliver_warehouse10_to_customer102_diesel,warehouse_to_customer,,10,102,diesel,0.0,inf,16.302968
3809,v3809,deliver_warehouse10_to_customer102_petrol,warehouse_to_customer,,10,102,petrol,0.0,inf,16.302968
3810,v3810,deliver_warehouse10_to_customer102_lpg,warehouse_to_customer,,10,102,lpg,0.0,inf,16.302968
3811,v3811,deliver_warehouse10_to_customer102_lubricant,warehouse_to_customer,,10,102,lubricant,0.0,inf,16.302968
3812,v3812,deliver_warehouse43_to_customer102_diesel,warehouse_to_customer,,43,102,diesel,0.0,inf,23.008001
3813,v3813,deliver_warehouse43_to_customer102_petrol,warehouse_to_customer,,43,102,petrol,0.0,inf,23.008001
3814,v3814,deliver_warehouse43_to_customer102_lpg,warehouse_to_customer,,43,102,lpg,0.0,inf,23.008001
3815,v3815,deliver_warehouse43_to_customer102_lubricant,warehouse_to_customer,,43,102,lubricant,0.0,inf,23.008001
3816,v3816,deliver_warehouse19_to_customer102_diesel,warehouse_to_customer,,19,102,diesel,0.0,inf,29.114288
3817,v3817,deliver_warehouse19_to_customer102_petrol,warehouse_to_customer,,19,102,petrol,0.0,inf,29.114288
3818,v3818,deliver_warehouse19_to_customer102_lpg,warehouse_to_customer,,19,102,lpg,0.0,inf,29.114288
3819,v3819,deliver_warehouse19_to_customer102_lubricant,warehouse_to_customer,,19,102,lubricant,0.0,inf,29.114288
3820,v3820,deliver_warehouse8_to_customer102_diesel,warehouse_to_customer,,8,102,diesel,0.0,inf,30.548257
3821,v3821,deliver_warehouse8_to_customer102_petrol,warehouse_to_customer,,8,102,petrol,0.0,inf,30.548257
3822,v3822,deliver_warehouse8_to_customer102_lpg,warehouse_to_customer,,8,102,lpg,0.0,inf,30.548257
3823,v3823,deliver_warehouse8_to_customer102_lubricant,warehouse_to_customer,,8,102,lubricant,0.0,inf,30.548257
3824,v3824,deliver_warehouse46_to_customer103_diesel,warehouse_to_customer,,46,103,diesel,0.0,inf,9.897272
3825,v3825,deliver_warehouse46_to_customer103_petrol,warehouse_to_customer,,46,103,petrol,0.0,inf,9.897272
3826,v3826,deliver_warehouse46_to_customer103_lpg,warehouse_to_customer,,46,103,lpg,0.0,inf,9.897272
3827,v3827,deliver_warehouse46_to_customer103_lubricant,warehouse_to_customer,,46,103,lubricant,0.0,inf,9.897272
3828,v3828,deliver_warehouse13_to_customer103_diesel,warehouse_to_customer,,13,103,diesel,0.0,inf,11.09232
3829,v3829,deliver_warehouse13_to_customer103_petrol,warehouse_to_customer,,13,103,petrol,0.0,inf,11.09232
3830,v3830,deliver_warehouse13_to_customer103_lpg,warehouse_to_customer,,13,103,lpg,0.0,inf,11.09232
3831,v3831,deliver_warehouse13_to_customer103_lubricant,warehouse_to_customer,,13,103,lubricant,0.0,inf,11.09232
3832,v3832,deliver_warehouse0_to_customer103_diesel,warehouse_to_customer,,0,103,diesel,0.0,inf,18.699356
3833,v3833,deliver_warehouse0_to_customer103_petrol,warehouse_to_customer,,0,103,petrol,0.0,inf,18.699356
3834,v3834,deliver_warehouse0_to_customer103_lpg,warehouse_to_customer,,0,103,lpg,0.0,inf,18.699356
3835,v3835,deliver_warehouse0_to_customer103_lubricant,warehouse_to_customer,,0,103,lubricant,0.0,inf,18.699356
3836,v3836,deliver_warehouse44_to_customer103_diesel,warehouse_to_customer,,44,103,diesel,0.0,inf,18.718875
3837,v3837,deliver_warehouse44_to_customer103_petrol,warehouse_to_customer,,44,103,petrol,0.0,inf,18.718875
3838,v3838,deliver_warehouse44_to_customer103_lpg,warehouse_to_customer,,44,103,lpg,0.0,inf,18.718875
3839,v3839,deliver_warehouse44_to_customer103_lubricant,warehouse_to_customer,,44,103,lubricant,0.0,inf,18.718875
3840,v3840,deliver_warehouse12_to_customer103_diesel,warehouse_to_customer,,12,103,diesel,0.0,inf,20.405558
3841,v3841,deliver_warehouse12_to_customer103_petrol,warehouse_to_customer,,12,103,petrol,0.0,inf,20.405558
3842,v3842,deliver_warehouse12_to_customer103_lpg,warehouse_to_customer,,12,103,lpg,0.0,inf,20.405558
3843,v3843,deliver_warehouse12_to_customer103_lubricant,warehouse_to_customer,,12,103,lubricant,0.0,inf,20.405558
3844,v3844,deliver_warehouse10_to_customer104_diesel,warehouse_to_customer,,10,104,diesel,0.0,inf,9.571091
3845,v3845,deliver_warehouse10_to_customer104_petrol,warehouse_to_customer,,10,104,petrol,0.0,inf,9.571091
3846,v3846,deliver_warehouse10_to_customer104_lpg,warehouse_to_customer,,10,104,lpg,0.0,inf,9.571091
3847,v3847,deliver_warehouse10_to_customer104_lubricant,warehouse_to_customer,,10,104,lubricant,0.0,inf,9.571091
3848,v3848,deliver_warehouse25_to_customer104_diesel,warehouse_to_customer,,25,104,diesel,0.0,inf,10.309144
3849,v3849,deliver_warehouse25_to_customer104_petrol,warehouse_to_customer,,25,104,petrol,0.0,inf,10.309144
3850,v3850,deliver_warehouse25_to_customer104_lpg,warehouse_to_customer,,25,104,lpg,0.0,inf,10.309144
3851,v3851,deliver_warehouse25_to_customer104_lubricant,warehouse_to_customer,,25,104,lubricant,0.0,inf,10.309144
3852,v3852,deliver_warehouse43_to_customer104_diesel,warehouse_to_customer,,43,104,diesel,0.0,inf,22.593547
3853,v3853,deliver_warehouse43_to_customer104_petrol,warehouse_to_customer,,43,104,petrol,0.0,inf,22.593547
3854,v3854,deliver_warehouse43_to_customer104_lpg,warehouse_to_customer,,43,104,lpg,0.0,inf,22.593547
3855,v3855,deliver_warehouse43_to_customer104_lubricant,warehouse_to_customer,,43,104,lubricant,0.0,inf,22.593547
3856,v3856,deliver_warehouse8_to_customer104_diesel,warehouse_to_customer,,8,104,diesel,0.0,inf,24.123474
3857,v3857,deliver_warehouse8_to_customer104_petrol,warehouse_to_customer,,8,104,petrol,0.0,inf,24.123474
3858,v3858,deliver_warehouse8_to_customer104_lpg,warehouse_to_customer,,8,104,lpg,0.0,inf,24.123474
3859,v3859,deliver_warehouse8_to_customer104_lubricant,warehouse_to_customer,,8,104,lubricant,0.0,inf,24.123474
3860,v3860,deliver_warehouse22_to_customer104_diesel,warehouse_to_customer,,22,104,diesel,0.0,inf,24.56553
3861,v3861,deliver_warehouse22_to_customer104_petrol,warehouse_to_customer,,22,104,petrol,0.0,inf,24.56553
3862,v3862,deliver_warehouse22_to_customer104_lpg,warehouse_to_customer,,22,104,lpg,0.0,inf,24.56553
3863,v3863,deliver_warehouse22_to_customer104_lubricant,warehouse_to_customer,,22,104,lubricant,0.0,inf,24.56553
3864,v3864,deliver_warehouse47_to_customer105_diesel,warehouse_to_customer,,47,105,diesel,0.0,inf,8.047288
3865,v3865,deliver_warehouse47_to_customer105_petrol,warehouse_to_customer,,47,105,petrol,0.0,inf,8.047288
3866,v3866,deliver_warehouse47_to_customer105_lpg,warehouse_to_customer,,47,105,lpg,0.0,inf,8.047288
3867,v3867,deliver_warehouse47_to_customer105_lubricant,warehouse_to_customer,,47,105,lubricant,0.0,inf,8.047288
3868,v3868,deliver_warehouse31_to_customer105_diesel,warehouse_to_customer,,31,105,diesel,0.0,inf,11.71625
3869,v3869,deliver_warehouse31_to_customer105_petrol,warehouse_to_customer,,31,105,petrol,0.0,inf,11.71625
3870,v3870,deliver_warehouse31_to_customer105_lpg,warehouse_to_customer,,31,105,lpg,0.0,inf,11.71625
3871,v3871,deliver_warehouse31_to_customer105_lubricant,warehouse_to_customer,,31,105,lubricant,0.0,inf,11.71625
3872,v3872,deliver_warehouse36_to_customer105_diesel,warehouse_to_customer,,36,105,diesel,0.0,inf,12.391806
3873,v3873,deliver_warehouse36_to_customer105_petrol,warehouse_to_customer,,36,105,petrol,0.0,inf,12.391806
3874,v3874,deliver_warehouse36_to_customer105_lpg,warehouse_to_customer,,36,105,lpg,0.0,inf,12.391806
3875,v3875,deliver_warehouse36_to_customer105_lubricant,warehouse_to_customer,,36,105,lubricant,0.0,inf,12.391806
3876,v3876,deliver_warehouse28_to_customer105_diesel,warehouse_to_customer,,28,105,diesel,0.0,inf,14.824159
3877,v3877,deliver_warehouse28_to_customer105_petrol,warehouse_to_customer,,28,105,petrol,0.0,inf,14.824159
3878,v3878,deliver_warehouse28_to_customer105_lpg,warehouse_to_customer,,28,105,lpg,0.0,inf,14.824159
3879,v3879,deliver_warehouse28_to_customer105_lubricant,warehouse_to_customer,,28,105,lubricant,0.0,inf,14.824159
3880,v3880,deliver_warehouse11_to_customer105_diesel,warehouse_to_customer,,11,105,diesel,0.0,inf,20.607435
3881,v3881,deliver_warehouse11_to_customer105_petrol,warehouse_to_customer,,11,105,petrol,0.0,inf,20.607435
3882,v3882,deliver_warehouse11_to_customer105_lpg,warehouse_to_customer,,11,105,lpg,0.0,inf,20.607435
3883,v3883,deliver_warehouse11_to_customer105_lubricant,warehouse_to_customer,,11,105,lubricant,0.0,inf,20.607435
